Id,Comments
@elleaeiou,WHOOO ISS HEEEE!??? OMG! HIS VOICE!
@hihamg,숀머리위로가 제일 의외고 감동이다 온통 영언데 퓨쳐핸접 말고 손머리위로ㅋㅋㅋㅋ
@user-ht6rt7ht6z,"I used to rule the world  ​  난 한 때 세상을 지배했었지  ​  ​  Seas would rise when I gave the word  ​  내 말 한 마디에 바다가 솟아 올랐지  ​  ​  Now in the morning I sleep alone  ​  이제 난 아침에 홀로 잠을 자고  ​  ​  Sweep the streets I used to own  ​  내가 한 때 지배했던 거리를 쓸지  ​  ​  I used to roll the dice  ​  난 주사위를 굴리며 도박을 하곤 했지  ​  ​  Feel the fear in my enemies’ eyes  ​  적의 눈에 서린 공포를 느끼면서  ​  ​  Listen as the crowd would sing:  ​  군중이 노래하는 걸 들어봐  ​  ​  ""Now the old king is dead! Long live the king!""  ​  “이제 옛 왕이 죽었다! 왕이여, 만세!”   ​  ​  One minute I held the key  ​  한 때 난 열쇠를 쥐고 있었지만  ​  ​  Next the walls were closed on me  ​  다음 순간에는 사방에 벽이 나를 에워싸고 있었어  ​  ​  And I discovered that my castles stand  ​  그리고 난 발견했지, 나의 성은  ​  ​  Upon pillars of salt, and pillars of sand  ​  소금 기둥, 그리고 모래 기둥 위에 서 있었다는 걸  ​  ​  I hear Jerusalem bells are ringing  ​  예루살렘 종소리가 들리네  ​  ​  Roman Cavalry choirs are singing  ​  로마 기병대가 합창하는 소리가 들리네  ​  ​  Be my mirror my sword and shield  ​  나의 거울, 나의 검, 방패가 돼 주오  ​  ​  My missionaries in a foreign field  ​  타지에 나가 있는 나의 선교사들이여  ​  ​  For some reason I can’t explain  ​  어떤 이유에서인지 설명할 수가 없네  ​  ​  Once you go there was never,  ​  일단 그 곳에 가면, 절대로  ​  ​  Never an honest word  ​  절대로 진실된 말 따위는 없다는 걸  ​  ​  That was when I ruled the world  ​  그건 내가 세상을 지배했을 때의 얘기지  ​  ​  It was the wicked and wild wind  ​  지독하고 사나운 바람이었지  ​  ​  Blew down the doors to let me in.  ​  문을 부숴버려서 내가 들어갈 수 있었지  ​  ​  Shattered windows and the sound of drums  ​  깨어진 창과 북 소리  ​  ​  People couldn’t believe what I'd become  ​  사람들은 나의 변한 모습을 믿지 못했지  ​  ​  Revolutionaries wait  ​  혁명가들은 기다리지  ​  ​  For my head on a silver plate  ​  내 머리가 은쟁반에 올려지길  ​  ​  Just a puppet on a lonely string  ​  한 가닥 외로운 줄에 매달린 꼭두각시일 뿐이지  ​  ​  Oh who would ever want to be king?   ​  오 누가 왕이 되고 싶어하겠어?  ​  ​  I hear Jerusalem bells are ringing  ​  예루살렘 종소리가 들리네  ​  ​  Roman Cavalry choirs are singing  ​  로마 기병대가 합창하는 소리가 들리네  ​  ​  Be my mirror my sword and shield  ​  나의 거울, 나의 검, 나의 방패가 돼 주오  ​  ​  My missionaries in a foreign field  ​  타지에 나가있는 나의 선교사들이여  ​  ​  For some reason I can’t explain  ​  어떤 이유에서인지 설명할 수가 없네  ​  ​  I know Saint Peter won't call my name  ​  성 베드로가 내 이름을 부르지 않을 거란 걸 알지  ​  ​  Never an honest word  ​  절대로 진실된 말 따위는 없다는 걸  ​  ​  And that was when I ruled the world  ​  그건 내가 세상을 지배했을 때의 얘기지  ​  ​  I hear Jerusalem bells are ringing  ​  예루살렘 종소리가 들리네  ​  ​  Roman Cavalry choirs are singing  ​  로마 기병대가 합창하는 소리가 들리네  ​  ​  Be my mirror my sword and shield  ​  나의 거울, 나의 검, 방패가 돼 주오  ​  ​  My missionaries in a foreign field  ​  타지에 나가 있는 나의 선교사들이여  ​  ​  For some reason I can’t explain  ​  어떤 이유에서인지 설명할 수가 없네  ​  ​  Once you go there was never,  ​  일단 그 곳에 가면, 절대로  ​  ​  Never an honest word  ​  절대로 진실된 말 따위는 없다는 걸  ​  ​  That was when I ruled the world  ​  그건 내가 세상을 지배했을 때의 얘기지"
@seoky5393,아니 왜 멜론에 읍냐고 ㅜㅜ
@user-ox2mk7ho8v,그 댓글 내려갔나 동영상 썸네일이 '학생들의 연주가 굉장히 만족스러운 음악선생님'같다던 글 ㅋㅋㅋ
@rabbitoh300,최고의 커버인 듯 원곡보다 더 좋음
@Uuuuuuung29,썸넬 무슨일이얔ㅋㅋㅋㅋㅋㅋㅋ
@afleuriel3450,주저하는연인들을 위하여? 그거 직캠 동영상에서 어린왕자가 다 커서 어른이 된거같다 이거 보고 감명받아서 이거보러왔는데 댓보고 와장창해버림 ㅋㅋㅋ 음악쌤 ㅋㅋㅋ
@user-dj6mx3vz7w,3:30
@user-KR._.llIIlllIllIIl,극락파트 03:15
@iahimotuvwxy5400,내한공연온거야??
@adorabull6453,OH MY GOD WHAT HUH WAIT PLS LET ME PROCESS
@haku6153,음원왜없냐 짜증나게
@bnb3392,코러스 부분 프레디 머큐리같다...
@user-yh5vo4qc6g,3:30 소름...............
@user-iz2xd6pk5l,왕자님 보러 옴
@user-ql9zk3cr7e,아니 당연히 콜드플레이노랜데 콜드플레이보다 못하는건 당연하지.. 뭐 그렇게 트집을 잡아싸
@eco3194,콜드 플레이!
@user-zg5rm4nu6f,"I used to rule the world  Seas would rise when I gave the word  Now in the morning, I sleep alone  Sweep the streets I used to own  I used to roll the dice  Feel the fear in my enemy's eyes  Listen as the crowd would sing  Now the old king is dead! Long live the king!  One minute I held the key  Next the walls were closed on me  And I discovered that my castles stand  Upon pillars of salt and pillars of sand  I hear Jerusalem bells are ringing  Roman Cavalry choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  Once you go there was never, never a honest word  And that was when I ruled the world  It was a wicked and wild wind  Blew down the doors to let me in  Shattered windows and the sound of drums  People couldn't believe what I'd become  Revolutionaries wait  For my head on a silver plate  Just a puppet on a lonely string  Oh, who would ever want to be king?  I hear Jerusalem bells are ringing  Roman Calvary choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  I know Saint Peter won't call my name  Never an honest word  But that was when I ruled the world  Oh, oh, oh, oh, oh  I hear Jerusalem bells are ringing  Roman Calvary choirs are singing  Be my mirror, my sword and shield  My missionaries in a foreign field  For some reason I can't explain  I know Saint Peter won't call my name  Never an honest word  But that was when I ruled the world"
@qwerty-mn5lm,아놔 진짜 볼때마다 스타워즈 카일로 렌 생각나냐
@mariashreya5326,Can anyone tell me the band's / singer's name . Please.
@someoneshopebear37,Did they win?
@user-iz5wy6nb8q,철수형 표정 왤케 짠하지 ㅠ
@Blackcherry7,죄송해요 이광순줄 알고 들어왔어요
@user-kr4xm5pg5e,와 이거 뭐야
@youtuwe555,이날 ㅣ등상 탔겠죠?
@user-hz4fi7oz3x,안정환 선수 젊었을때 사진보니까 잔나비랑 똑닮았네
@broj6739,하비에르 바르뎀 최고!
@user-uq3dm8gv6n,진짜 중간에 거지같은 자막 없었음 좋겠다
@melohsuh6286,3:14 드러머가 입고 있는 셔츠 어디건가요???
@user-so1kp9ic1s,최정훈의재능을 듣고 황홀하다. .
@shay9237,나만 그런가 저 보컬 분 미카 느낌이 물씬 나네 ㅋㅋㅋ
@MSlan,잔나비 잘생 긴이광수랑 잘생긴 유희열 합친것처럼 생겼다. 내 오랜 생각이다.
@tlqkftorl15,3:43
@user-rh3pm8zp3w,드럼 치는분 몸 진짜 섹시하게 생기셨네
@user-qe3jx6jn3q,디마리아 노래 잘하네 ㄷㄷ
@rubypark9484,콜드플레이보다 더 잘부르시네요!
@m_dalpang,1:04
@jaruwitlalitrattana8474,YOU ARE HERE LOOKING FOR ENGLISH COMMENTS LOL
@JI-tl5ei,2:05 이분 무한도전 노홍철 동양화 그분 아니겠지?
@tjm.,What?! No comments on a Lee Kwang Soo doppelgänger?
@likedancejust535,이런느낌은 혁오다음으로  두번째로 느껴보네
@toqurwhd,썸넬 이렇게 할래?
@lu3urc407,주접떠는 댓글들 생각나서 가끔 옴
@happyday12343,2:00
@KS_Rebeca,원곡보다 좋은!!!
@user-kt9oe7je3i,1:46
@gingon2817,Just got Timothy Chalamet vibes
@user-rf3yd7um5g,코드쿤스트/이광수 /유희열~~~이래도 저래도   노래 해석력은 갑중에 갑!!  잔나비같은 밴드가  대한민국에 더 더 많아지길 ~~
@hoangmai4009,can someone tell me who's he ?
@Gaming_Gungfi,아니 엄마가 잔나비 찐팬이라 이노래 커버한것도 들어봤는데 내가 원곡 들려주니까 잔잔한 노래를 왜 저따구로 만드냐고 하던데 ㅋㅋ 엄마께센 아직까지 잔나비 커버가 찐인줄 아심 ㅋㅋ
@user-lf1it9kz4l,철수는 그저부럽다
@user-sx8ym3qx8c,근데 이게 배철수랑 뭔 연관임?  진짜 몰라서 궁금해서 물어봄
@user-iw9kg9hj1c,사실 어릴 때 외국 유학 갔다가 오지않은 이상 발음을 완벽하게 할 수 없음
@__.7806,왠진 모르겠는데 미카 생각남... 목소리는 완전 다른데 뭔가 노래 스타일?이 비슷한거같기도하고
@user-hy1cw7gj3i,잘생긴 이광수
@user-fl7ts3hk8c,와..ㅋㅋㅋㅋ
@sunghwanshin4290,원곡을 넘어선거 같은데  쵝오
@flexe567,3:45 노래든 뭐든 검은색이다.
@user-ts9ey4yt1p,휼륭하다
@clarkchoi2679,내가 인정하는 가수가 최고라는  확신을 되돌려받는 무대였습니다.
@user-el7nu6zs1v,이광수 노래 잘하네
@user-ur2pg8nj8h,나만 원곡이 더 좋은가보다 특유의 사람을 흥분시키는 느낌과 웅장함이 되게 좋던데
@user-dr1pr2ls6y,5:11
@joonyparks,원곡보다 훨씬 좋아요.
@w.hitefresh,잘생긴 영마이랑 잘생긴 이광수 섞은 버전
@user-nq8ey7zu1g,늘어지게 구성하면서 음향이 드럼 킬링포인트를 다 빼갔네 ㅠㅜ
@user-yp3fw6bg4k,광수형 형이왜 여기?..
@realaytbow5153,"Ну так сойдет, патлатого как звать?"
@k0r34ninArMy,나만 안정환 닮았다고 생각함?
@jaeyoung05l,썸네일 1초 코쿤
@user-ld2oh4sg3x,썸넬 이광수인가요?
@user-jp4nz4wb1t,아 썸넬 ㅋㅋㅋㅋㅋ 이광수님 흑화버전인줄 ㅎ
@user-bo9ng9lt8j,잔나비 왜 요즘은 활동 안하는거?
@user-dr1pr2ls6y,약간 영국식 발음 섞어서하는것 같은데 도대체 머가ㅜ어색한지 몰겟넹.....
@user-wl3no4cn2x,썸네일에서 왜 이광수씨가 보이지?
@Islandofash-ml4pw,죄송합니다 이광수님인줄 알고 들어왔습니다..
@user-gt2wh6th9b,천천히 내리다가 썸네일 이광수인줄 알고  이광수 노래불렀나 하고 들어오니 ?????
@user-kq4on9pn7o,철수형  운다  ㅋㅋㅋ
@user-uz8fi3wj2m,썸넬 이광수인줄;;
@user-oe6pj5pe3j,섬네일이 난또 이광수인줄...
@user-lr5bn4np6t,코리안 에어로스미스...
@diannebaloy4044,Hes like a young YHY.
@user-gw2nc2dx4l,이광수인줄알고 들어왔다가 노래 잘해서 자세히보니 잔나비네ㅋㅋ
@hhhaziq5637,He look a like timotheè chalamet...
@apdjdbfksis4470,머리카락이 궁금해서 들어왔는데 목소리 때문에 남아있는 나
@user-gb1kz2wv3k,안정환 닮았당
@user-ly3oy4oq1n,썸네일 이광수인줄 :;;;;
@user-wz5ec3ys8i,이광수가노래부르는건줄알고들어왔는데 아니네요
@joalscks1350,어후 순간 썸넬 이광순줄
@user-fz3lf7ip4n,"비비안,웨스트,우드 귀걸이 ㅎㄱㄷㄷㄷ"
@user-dg8hr9pl8d,썸네일 내리다가 순가 밤샌 이광순인줄
@bumblestar3211,Korean timothee calamte
@diwiaxs,썸네일 코드쿤스트 + 눈 반짝거리는 유희열 닮았어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
@user-ej9qc8jf9v,썸내일에 억울한 이광수 보고 들어왔다
@user-rz3rn7xr9i,와 ㄹㅇ 어떤 위인이랑닮은것같은데 누구였더라;..?
@se_onthe,썸네일 머리 기른 코드쿤스트 같애
@user-rt1ct9pv7i,마스크 안 쓰던 시절이네;;
@nyomman0527,존레논인줄.....
@user-lh3qy1xb7s,썸넬 이광수인줄 알았다 ㄹㅇ
@user-dk4tz7qo7t,존레논 닮았다^♡^
@Gaeguring,이거 보고 배철수가 뭐라고 했을지 너무 궁금함
@changsik4959,4:17 덜덜덜덜
@user-dj8yy5wq2y,발음 좋은데...? 내가 영어 못하는건 아닌데 저정도면 발음 좋은건데;; 님들이 발음해보던가
@Live-in-LIVE,썸내일 이광수인줄
@user-um2ty8og7f,안정환 노래도잘하네;;
@coremechanic3070,잘생긴 유희열이라고 하지마 계속 생각나잖아 ㅠㅠ
@user-nr1wk5bu6l,썸네일 보고 이광수인줄;;
@user-gf3sj6rt3i,순간 잘생긴 이광수인줄 알았네;
@user-rb9pc9lm2f,썸네일 이광수
@shrimp0616,썸네일 이광순줄
@user-kl3pm4bp7j,섬네일 보니깐 오ㅑ 해리포터가 얘들아 마법살래라고하는 짤 떠오르냐
@saltvillain,접신해서 작두타고 방언터진 느낌인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
@nursing_student23,썸네일 1초 이광수
@user-dx6rk8bf3t,우존화
@user-qt3iq6ko6y,나만 썸넬보고 이광수인줄암?
@user-ph4rx4pe4x,이광수...?
@user-gn3bx6dp7h,썸네일 보고 순간 이광수인줄
@user-ou6wy5su6x,썸넬 이광수인줄
@Lee02777,또
@user-fn3ee4mx8b,아 진짜 죄송한데 썸네일 이광수인 줄 알고 무슨 런닝맨에서 노래부르는 이광수인줄;;;
@user-kp5qw1ki7b,이광수?!?!?!?
@k-water5200,썸넬 이광수인줄
@monyking1818,쌤네일 이광수인줄ㅋㅋㅋㅋ
@bp5709,썸네일보고 이광수 인줄...
@heshe5498,썸네일 1초 이광수
@user-rl7jx6qc1i,????나만 이광수인줄 알고 들어옴????
@user-wo5nl9sh1s,코쿤?
@keg7949,"썸넬 나만 유희열+이광수 느낌인가.,..."
@zzang6573,노래부르는 코쿤
@user-mn5zg3zp6k,이광수인줄
@jisoohan465,썸네일이 일그러진 티모시 샬라메 닮았네
@user-Ronaldo_no.7,썸네일 그리즈만+디마리아
@user-to3xt1pb7n,잔나비보면 왜 한국판 로키 같지 ㅋㅋㅋㅋ
@user-ku8ob6ey4h,썸넬 이광수
@user-qg1dz2hw2t,썸네일 이광수+유희열
@user-ni7wn5br7l,썸네일에 김광수씨 보고 들어왔습니다.
@user-gp7pq4xb2c,근데 전설 디제이 배철수인데 이곡은 왜나온건가요??
@Chosok_,썸네일 보고 유희열 머리 기른 줄 ㅋㅋㅋㅋ
@collardrag,발음가지고 트집을 잡는다고?헐
@user-hd5gj6qb1g,썸네일 이광수인줄
@user-kc1hy2ng5x,이광수인줄
@user-yk4bo5vm4z,이광순줄
@user-wc3fg6cf5h,썸네일 이광순줄
@user-wg5tx6bz3o,이광수 메이크업 받으면 이런 모습이지 않을까
@saaantaaa2287,а я думал он Киркорова петь будет
@user-qh1jp5xk5v,ㄹㅇ 안정환이네
@user-dl6dp7in8z,썸네일 이광수인줄 알았네 KBS 나쁜놈들아
@user-qw2rb4nw8f,썸네일 이광순줄알았네.....
@user-op8bo6kw7x,비에고가 노래하는 거 같네
@user-fm4ox8gg7b,썸넬 코쿤 가발쓰고 노래부르는 줄 알고 들어왔는데ㅋㅋ 아니였넹ㅠ
@user-kimnayeon,불후의 명곡 상 타갔음??
@princess6368,썸넬 대충봐서 그런가 이광수인줄
@IN_SEONG_MOON_JE_JA,썸네일 이광수인 줄
@lrixel,안정환이 노래한다
@user-gk4in4hp3c,코드 쿤스트+이광수
@harink7170,썸넬 이광수인줄 알았네
@user-mf6yd1jh2t,순간 이광수인줄
@user-lc7ch3hq9m,썸네일 이광수인 줄ㅋㅋㅋ
@dreaming1177.,잔나비는 혼혈인가요? 아니면 토종한국인인가요?
@user-vl4cp5gx7m,엄... 이광수씨인줄 알고 들어왔는데 여기가 아닌가..
@dEtaples,썸네일 머리 긴 코드쿤스트인줄 알았다...
@user-jk9qt1ch2x,썸네일 : 유재석에게 당한 이광수
@yourmyxururuca,이광수인줄
@h3855730,비바라비다는 뭐니뭐니해도 종한번 씨게 때려주고 워~~~~워워~워 이거면 끝
@brightrighter,왜 아무도 썸네일 이야기 없씀??? 진짜 풀 어그론데 ㅎㅎㅎㅎㅎ
@stejiann,BAES
@user-ic2yz5jd8v,썸네일 이광순줄 알았네
@user-wn6vb9gw5c,썸네일 이광수 아니냐
@user-dv2tc1cz4d,썸네일 이광수인줄 알았네..
@user-su4mn2wg5m,이광수
@user-nq4pw3oi5z,나 순간 이광수인줄
@user-st9sj8hf3u,이광수
@user-nq2el7mr7p,썸네일 광수형인줄 알았잖아
@user-pr1yr1te8p,눈커진 감미로운 자이언티
@arapascual6981,He looks like Timothee Chalamet
@user-tf3fw7bd7d,내 칭그랑 ㅈㄴ똑같이 생겼네
@playlist_mf,썸네일 코드쿤스트 가발쓰고 나와서 자이언티 노래 부르는 건 줄
@user-xc6ux1ps1x,아 뭐야 썸넬 코쿤인 줄 알았습니다 죄송합니다
@kevinj.7353,썸네일 슬리피인줄 안 사람 나밖에 없나???
@user-jt2iz3ew5u,윤쮸뀨 닮았네
@user-ri4yb2zp9c,하 ㅋㅋㅋㅋ이광수가 노래부르는줄알고 들왔네
@user-tj8qe5lq8e,이광수인줄 알고 들어왔네
@edenburgh6361,좀 젊은 덤블도어가 말하는것 같다
@Mel_is_cut_cat,오 그 학폭가해자 탈퇴했구나 학창시절 학폭피해자였어서 민효린같이 학폭가해자들 목소리만 들어도 속에서 강한 역겨움이 올라와서 노래가 아무리 듣기좋아도 불편해서 듣기힘들었는데 다행이당
@user-kt9kw9uk9m,나만 광수가 보이나
@user-ze1dg2vd2o,썸네일 비둘기 두마리랑 심사하는 그 심사위원 닮았다 이름 까묵
@user-ch6wl8wg4t,썸네일 코드쿤스트같다 ㅋㅋㅋㅋ
@chaehniii,아 깜짝아 이광수 영상 보고 왔는데 썸네일보고 이광순줄 알았잔나비
@user-uj5ix3hb6j,멋쟁이 !!! 뇌brain가  섹시sexy한  남자man ^^ ( a   hot   brained  man )  어   핫     브레인드   맨
@user-RaengDDo,썸넬 유희열인줄
@user-qn6wn6md2y,이광수와 유희열
@user-ld1uc1zd4d,이광순줄알았네
@user-hc1pi6cc7v,이광수인줄;;ㅋㅋㅋㅋㅋ
@Ra_o,썸네일 이광수 인줄
@user-cr2ho7br7i,님들 근디 저정도면 발음 괜찮은데 ..? 잘하는거에요 사람들마다 말투가 다른거처럼 ..나 캐니다 유학생 ;)
@justahni,도입부 싼다
@hungi7647,이광수
@user-ob8ym2nq4v,파비우 실바랑 똑같이 생겼네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
@user-ln8ht9ew2p,뭔가 안정환 리즈시절이 보이는구 같다... 나만 그런가;;
@user-pg5ou9iy8j,..흠...
@user-zj3dq5ij7c,머리 기른 유희열인줄 알고 들어왔네
@Goodlife931,코드쿤스트?
@gpro5962,이광수 아니냐
@yasminapark6979,쇠고랑 팔찌 대신 브라운 스트립 시계 ㅎㅎㅎㅎㅎㅎㅎ 와아
@rlatjsdnr,썸넬 광수 화장한거네 ㅌㅋㅋㄹㅋㅌㄹㅌ
@mandoo_light,"썸넬 머리 긴 유희열인줄 ,, ㅋㅋㅋㅋㄱ"
@DeuS_Chuck,코드 쿤스트인줄 알고 들어왔는데 아니였네
@user-lf3py2cx2j,코드쿤스트...
@dlkalk2018,썸넬 1초 이광수
@king__gag,유희열인줄 희열을 느끼하게 느끼고있어보여
@user-kw6jq8gc8e,본인 눈이 삐어서 썸넬 잘못 본걸 무슨 자랑이라고 댓글 줄줄이 다는거 어이없네 안과 가보세요 그정도면 실명 직전 같아요
@user-lr7kn9wl8s,니네 별로인거 안궁금하니까 댓글에 좀 안적으면 안됨?꿀밤 때려주고싶은데
@areet,"아이구 깜짝아 썸넬 힐끗보고 머리 긴 광수인 줄 알앗쏘 ,,"
@user-ju8im7hy2q,"정말 잘부르시는데 ,  뭔가 ... 그 이정섭? 씨가 생각나요 , 챔기름 좋아하시는 그분"
@markone8655,뭐랄까 동작이 화장지운 조커같넹...ㄷㄷ
@user-wt9yy8jt8s,2000년대 초반에 젊게사는 초2 초4아들 둔 40대 이모 머리 아니냐 ?
@user-ki6rk4tp7h,이광수씨 노래도 잘부르시네요
@milkis4202,머리모양보고 안정환인줄
@user-lc4up6tm5p,썸넬 이광수 아님?
@dmssod,썸네일 이광수인줄...
@user-wk6qt8hq3o,썸네일 코쿤인줄
@user-lw5ji3hb4l,약간 색시한 이광수?
@user-xg1qr2yu7g,이게왜 조회수 171만이냐
@user-eq9wu2ej7l,이광수?
@user-up9kh5ds2t,유희열상은 확실히 무언가 뛰어나구나..썸넬 유희열이 노래 부르는건가 들어왔는데..잔나비였네..미안해요..잔나비 팬분들
@Lee-tc4yi,난 썸네일에서 이광수를 보았다.
@user-lc1ue1sh3o,왜 계속 따봉을 날리시는지...
@Hybrid_Tube,썸네일에 있는 이광수보고 들어왓는데 광수가 아니네
@redpeanut419,썸네일 거의 세계관 최강의 어그로네..
@user-dm1xj5vl3k,노래진짜 잘하시네요 편곡은 원곡을따라가진못하는거같습니다만
@user-hv6it6dc4j,썸넬 이광수 + 코드 쿤스트?...
@eadsbamtol,썸네일 이광수인줄 알았네
@b___0,썸넬 이광수+드럼좌 에바자너
@user-vkerzwf3621,썸네일 이광수인줄 알고 뭐지...? 하면서 들어왔넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
@user-zw4lg3ud9x,머리스탈도그렇고 왤케 푸욜이...
@MOMO0098,가수로 성공한 남순
@sjsj25,썹넬 이광수인줄
@user-qn7ps4yv4p,과로사씨 내려오세요
@nomihyeon,아니 썸넬 이광수인줄 ㅋㅋㅋㅋ
@user-gd7jc4dv4q,마 가사 안까묵고 완창 한게 어디고? 고마 패라
@nachooo3731,이광순줄 ;;
@user-ge4rd2lr1p,썸네일 코드쿤스트같네
@user-ys8le8cp3n,뭐야 분명 썸네일 이광수였는데
@user-mi7we9dx6q,썸네일 유희열 빼다박았네 ㅋㅋㅋㅋㅋ
@user-lc5xq9ls5j,"아 진짜 죄송한데 썸네일 이광수인줄 알았어요,,,,,,"
@user-cu2nc2gx4i,썸네일 왜 자꾸 광수형같지
@thekorean123,마지막에 배철수 표정 왜저래?
@user-cx2oz8pl6j,난 썸넬 이광순줄 알았는데
@wilburkim8955,잔나비 첨봤는데 슬리피랑 유희열 섞은 얼굴이네요...
@tiredbunny15,I'll let this English comment die here
@user-hk6bh1gz7s,코쿤인지 알고 들어왔는데 잔나비였네?
@user-ro7hn6ym3b,배철수가 따로 낸 음반도 있음?게다가 저 노래는 콜드플레이 원곡인데;
@liberaboit,이광수인줄 들어옴
@user-tc3zq4ms5h,썸네일 1초 이광수..
@user-cu2sk2lc1f,썸네일 기가막히게 뽑혔네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
@user-sq6xz9bo3x,썸네일에 왠 유희열씨가;;
@E_eeeeeee,가발쓴 유희열아님??
@user-tj4vt3qi4i,썸네일 억울한 이광수인줄;;
@user-kh2zh7jo8u,썸네일 이광수
@user-zh8gc3ft3n,ㅁ면도한 과로사인줄
@jiminwibowo1113,Kwang soo?
@user-ly4kf3cy2f,썸넬코쿤20년뒤 아니냐
@sexy._.hyuk07,썸네일 이광수인줄 알았네ㅋㅋㅋㅋㅋㅋㅋ
@ttyuye,코드쿤스트
@homerunball1128,형 술한잔 하셨소?
@beesqee,평행세계의 황제 안정환은 가수였다
@user-ho7ev9pf9g,썸넬 노래하는 이광순줄..
@sky_hodu,썸넬 코드쿤스트..?
@eazypeazylemonsqueezy5502,Yow Code Kunst!! You grew your hair. Yummy.hehehe.
@user-sl7on1kx7t,역시 펌인가....
@coco-sk3oz,썸넬 보고 이광수인줄알고 들어옴
@MipMip1343,He trying so hard lol
@Ou_Animator,이광수인줄 알았다
@user-bo9zu5bj4l,썸넬 유희열 머리길렀네 하고 들어왓는디 잔나비였네
@user-co8gx5jj3q,어디서 본것 같은데 쇼미에서 프듀로 나오셨군요
@user-mj8qe8tr8e,썸네일보고 이광수인줄
@smlee9705,이광수?
@user-yz4hx5li9c,코드쿤스트 노래도 잘부르넹...ㄷㄷ
@TheHerons2020,썸네일 유희열의 스케치북에서 유희열이 노래 부르는 줄..
@musiq3703,썸네일 이광순줄
@user-kn5sr3pn2d,나만 썸네일 이광수인줄 알았어...?
@user-tn9rq5hp6y,"광수와 유희열을 절묘하게 닮은 썸넬 얼굴에 들어와볼수밖에 없었읍니다,,"
@poi433,썸네일 이광수인줄 알았네
@user-fk1ju6ov7o,죄송합니다. 썸네일 이광수인줄 알고 들어왔습니다
@2_child_see,썸넬 이광수가 가수로 전직한줄;;;
@user-il4sz5im5b,썸네일 이광수인줄
@usermisang,썸네일 코드쿤스트인줄
@user-bh9qi6gs9v,썸네일 나만 유희열 닮았다고 생각함?
@ll-dj6fm,나만 썸넬 이광수인줄 알았냐...     엄청큰 모기가 나의 발을 물었어
@user-tl7ju3cn4n,썸네일 코쿤
@user-jd4oc9eg3g,왠지모르게 이광수가 화장한 모습같네
@user-nc1um9nv7r,나만 그런가 썸네일 코드콘스트랑 너무 닮았는디. .
@user-ts5to9os2h,관객이 수백명이었을텐데 외국인 3명 있으니깐 외국인 리액션만 집중적으로 잡아주는 사대주의 클라스 ㅋㅋ
@user-ys9ks2lg7h,썸네일 보고 이광수인줄
@user-uw4qm9eo8l,광수형?
@user-gx2pw2dn8r,썸네일 이광수인줄
@user-xw4jp6rb8t,이광수 닮았다
@user-nf5gv8ip5q,이광수가 부른줄 알았다;;
@user-hv6yi2mw6k,썸네일 왜 유희열이 잔나비 머리하고 있지 했는데 잔나비였네... 미안해요
@user-sd7uk3ht9c,게슴츠레한 눈의 노래하는 이광수씨
@jaleuban84se,이광수 너무 닮았다는걸 나만 느끼는 건가?
@user-gi7vq8mf4d,이광수가 잔나비노래부르는줄
@user-yn3fu5kz4m,썸네일 이광수인줄
@Ronkstor,썸네일 이광순줄
@user-xq6dq6iy3m,썸네일 보고 잠깐 이광수인줄 알았다
@user-pl6tj2cx2z,정말 잘 하는데... 발음만 좀더 좋았으면 해외에서도 레전드로 남았을듯... 그래도 역대급...
@moonpe6660,이광수가 왜 노래하지 싶었네 순간 ㅋㅋ
@jhg5590,코쿤이랑 왜 이렇게 닮음???
@user-dh7pd2em5t,노래 좀 듣지 한국사람들 외모평가 진짜 해도 해도 넘한다. 뭘 자꾸 누구 닮았대?
@user-gk8hm7lf3y,썸네일 코드쿤스트가 가발쓴줄
@user-nw3qo3yr1c,썸넬 아무리봐도 이광수같다
@ML-wj6dg,썸네일 뭔 이광수가있네
@user-ic2zf5qk5i,썸네일 보고 이광수가 부르는줄
@user-bd7wk7yv1s,썸네일 코쿤 + 유희열
@user-sv9zg1md2v,왜 코드쿤스트닮은거같지
@user-df7ld6ic1k,썸넬 느끼한 이광수 같아요
@user-mt8hh1nt9p,물질하자 노젖자  돈버는방법을 아는그대
@user-nv8ho7vc1z,썸낼 코드쿤스트인줄 알고 들어왓는디  잔나비네...
@giseul4924,드럼좌인줄 알고온 사람 몇명있을거같은데
@yucari20,썸네안 이광수인줄알고 들어옴
@user-us6wz6ii4t,감성적인 이광수같아...
@user-lq8lj5lb6r,아니 ㅋㅋㅋ썸네일 타락한 라따뚜이 주인공같애 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
@davidchoi7652,이광수인줄.....
@kpark803,노래 조지구 있네
@Lee_Ha_neul,순간 승리가 보여서 흠칫 햇네
