Id,Comments
@user-nc7ti3ef4g,"뭐지 이 느낌은, 원곡에 없는 오묘한 느낌을 만들어내네"
@Kim-de8rj,그 어떤 커버를 들어도 결국 다시 여기로 오게되네여 잔나비최고️
@user-gx3pf2qp7g,최정훈 노래는 듣고 있으면서도 계속 듣고 싶은 매력이 있어요 ㅠㅠ 너무 좋으네요
@user-rn5jy9iv3r,원곡이 되게 웅장하고 신난다면 잔나비는 약간 진실감과 심취되네 보통 편곡은 원곡 잘못이기는데 이곡은 되게좋네 자신만의곡으로 바꾼듯
@dbxbqmdoalenlwla,4개월전 스스로 목숨끊은 친구랑 너무 닮아서 자주 오게되네요 살아있을 때 최정훈님 얘기 많이했었는데 잘 듣고갑니다
@user-pq9zn1ng3q,다시봐도  멋진 청년일세 훈훈한 외모에
@soonranmoon4000,몇번째 듣는건지 귀호강 눈호강
@user-wj3lf5fd9z,내취향이 잔나비라서 그런지 아님 잔나비가 잘해서 내취향인지는 모르겠지만 방금도 쭉 커버 듣고 왔는데 내가들은 비바라비다 커버중에 원곡과 다른느낌으로서 어깨를 나란히 할 수 있는건 잔나비 커버가 유일한거같음
@a01063820284,이거 안 본 사람은 있어도 한 번만 본 사람은 없을 듯. 무대 장악력이 미쳤다. 잔나비 진짜 최고
@user-dl7cq1dl7k,이게 예술이지
@syarina,this is the best rendition i ever heard
@isaac1699,개인적으로는 잔잔한게 취향이라 원곡에 비해서 더 많이 찾아듣게되는 듯  원곡은 진짜 가끔한번씩 힘을내러 들으러온다면 여기는 그냥 꾸준히 들으러오는
@proproyang713,잔나비 음악은 정말 사람 미치게 하는 힘이 있음
@jinnykoh1,진짜 한국에만 있기에 너무 아까운 밴드자나ㅠㅠㅠㅠㅠㅠ 빨리 세계로 나가서  K-BAND 전성시대 빨리 이끌자ㅠㅠㅠㅠ  진심 너무너무 멋진 잔나비!!!!!
@ryim73,무대장악력이 너무 좋다.. 에너지 넘쳐
@gumshoe1638,콜드플레이 진짜 좋아하고 Viva La Vida 개 좋아해서 커버곡이나 원본 같은거 많이 듣고 드럼좌님한테 계속 신청해보고 있는데 잔나비 커버가 있을 줄은 몰랐네요. 또 다른 느낌이라 새로워요.. 요즘 추천동영상에 Viva La Vida 커버나 방송 같은게 많이 보여서 더 자주 보는 것 같은데 부른 분들마다 다 다른 느낌이 들고 각각 특징이 보여서 좋은 것 같아요.. 콜드플레이 오랜 팬으로써 넋 놓고 봤네요.
@user-xk7rd7iz9z,진짜 음색 적당히 독특해야지 진짜 잔나비 그자체의 장르
@user-mu9wh5vf1l,마범같이 끌려드러가는 정훈씨에 노래는내맘을~~ 녹이내요
@Light-hx9iz,"원곡이 자신의 과거를 참회하며, 눈물젖은 웃음을 보이는 곡이라면 잔나비의 회상은 기억 속 앨범을 슬며시 들여다 본 뒤 새로운 왕에게 축하한다고 속삭인 뒤 떠나는 모습이 그려짐"
@laulaikasetyarahma5561,His voice really suit this song
@agnigiani4025,i'm glad you're back on tv....
@small_hat,와씨.... 쩐다..... 진짜 베스트 커버다...
@mleesuw5695,디진다... 최고
@Itiskangseok,노래듣고 황홀한 기분은 너무 오랜만이네요
@user-dv8lk3eq4b,함성과 함께하니 감동의 물결이 흐릅니다~~^^잔나비는 모든곡을 잔나비화 해서 너무 좋아요♡
@silv4324,진짜 음색이 개미쳤네..
@minhyunhwang5789,His voice make me goosebumps .. Beautifull
@andkity02,it’s like he’s telling a story... wow
@mujidang3479,노래도 잘하지만 진짜 매력적으로 생겼다 후덜덜... 볼때마다 심장이 멈출거같아..진정 그대는 인간인가? 저런 인간은 어떤 여자를 만날까..그 여자가 부럽다......ㅠㅠ
@user-kd9rt9wd1n,노래는 느낌으로~~^^ 멋지다~~♡♡♡ 잔나비~짱~~^^
@Daniel3uckley,Honestly my favourite cover of Viva La Vida
@onlysunny,"this is what you call a performance, outstanding."
@user-md2lx7ew5p,멋지다 진심...
@raulblanco7068,정말 혼신을다해 부르네요~~ ^^ ️ 대단한 열정이였써요!  ️
@yoflulife3451,독특한보이스 매력덩이  잔나비 너무좋다
@user-do4ur3gf7j,보통 한국 가수들이 팝송 발음 안좋으면 거슬리던데...  잔나비는 뭔가... 초월했다 걍 발음까지 어울린다 하.. 진짜 미텼다
@user-ej5xt5ke6v,와...절로 박수가 나오는 무대
@yonsei4031,자랑스러운 내 가수 잔나비 사랑해....ㅜㅠㅠㅠㅠ
@Mabbin_.0._,관객들 다 행복해보여서 좋다
@user-pz3lm6em7p,제일 좋아하는 팝송입니다.  커버도 진짜 많이 들어봤는데 원곡 처음 들었을 때 소름을 재연시켜주시네요. 멋집니다.
@Frism_Studio,레전드가 레전드를 노래하네... ㄷㄷ
@swanwhite603,멋진 그룹사운드 잔나비 그들은 전설이 된다.
@user-ilusian,멜로디만 알고있어서 되게 신나는 노래로 알고 있었는데 가사를 보니 왜 명곡이라 불리는지 알 것 같네요. 과거의 영광을 떠올리며 자신에겐 아무것도 남아있지 않다는 가사의 상황을 잘 표현하신 것 같네요
@user-mz1fc4kk4e,가사 표현력이 너무 훌륭하다
@Deargggggg,나머지 멤버와 아무런 상관도 없다는 건 알지만 그래도 학폭 사건 때문에 노래 듣기를 좀 피했었는데… 이 영상 하나로 그냥 끝나버리네. 끝내주는 노래 잘 들었습니다. 리스펙트 잔나비!
@user-yu1fg6jy3l,나는 큰일났어... 영상 틀자마자 떨리고 설레고 심쿵..... 왜 ..멋있어ㅜㅠㅠㅠㅠ 진짜ㅠㅠㅠ 아니이ㅠㅠㅠㅠ
@jooheontrash213,His voice sounds so good.
@user-dn6tf6ul9c,"평소 가수에 관심이 없어서 오늘 이 분을 처음 접했습니다. 원곡은 기운을 돋는 그런 어쩌면 경쾌한 느낌이 다수 드는데 이 곡은 편안한 느낌이 들어요. 가사는 비록 한 왕의 일이며 그가 떨어지는 과정을 두었지만, 충분히 두 곡 다 명곡이라 칭할수 있으리라 저는 생각합니다."
@user-dk5dl3yx7d,노래듣고 감탄하긴 또 오랜만이네
@user-cb5nx1xo8c,잔나비 최고!
@user-sh8fn6jb4p,뭔가 뭉클해지는 느낌이드네요   억시 잔나비!!
@isratjahan-hk5ud,"His style of singing, stage performance its better than most of famous singers in skorea... Sometimes i wonder how those kpop idol perform live stage both singing and dancing!!!where performing song in live need most of the energy... Thn i understand almost every idol group lip singing in live performance"
@leimoncha,His voice would suit the moment you are at your wedding and listen to him singing
@juju._.0,와 진짜 이걸 왜 지금 봤지 ㅠㅠㅠ 와
@user-nk1dj8gd6k,이런 동영상은 두고두고 계속 조회되어 억만뷰 이상 꾸준히 쌓일거라 의심하지 않는다
@anyeone4872,진짜 레전드… 정말 몰락한 나라의 왕 같음 그리고 음악에 얼마나 진정성을 가진 사람인지 보이는 무대라서 감동이 두 배 ️ 잔나비 사랑해요!!
@CraigWinstanley1,"Jannabi, 잔나비, are a truly superb indie-rock group. Choi Junghoon’s 최정훈 vocals are fabulous."
@user-no1ff5iw7x,와....가사를 알고보니까 진짜 처음부터 끝까지 표현이 엄청나네... 디테일보소... 와 진짜 그렇게보이네...
@victorgabrielbuena,Oh my god! such glorious hair! His voice fits the song so well!
@ssingsing0310,호소력 있고 따뜻한 목소리로 불러주는  비바라비다!!!  힘이 되는 노래입니다. 잔나비 오래오래 음악해주세요~
@bobdyllan5206,Why doesn't this band blow up????? Jung hoon is one of the best indie artists I've heard
@user-qq4eu6gv5i,오늘도 들으러 왔습니다  최고네요
@Imajin,"I love his voice and this band! Korea, give them an album, let them make history and become legends."
@dindasanisihombing3988,I felt that he is singing this song with lonely soul
@user-ic7vl8nl5y,여기 댓글 적을 때 이것을 음악수행평가에서 이렇게 적었으면 100점 맞을텐데..
@Merrylyny,미쳐따..
@user-gi2hn6mw4g,영상 볼때마다 뭔가 벅차오르는 감동입니다♡♡잔나비 최고!!! 3월8일 설레이며 기다리고있습니다^
@dianavallejobueno242,"He has a beautiful vibe and I love his stage presence, I want to see more of this band because they all honestly made this whole performance beautiful"
@jamesh3355,Proud of this band  Congrats on winning 2021 Best Band Performance Award again
@faizahnc1565,나 이거 왜 이제야 보는거야...
@bora2123,"가사의 내용을 모르고 들었을 때도 눈물이 나더군요. 음악에서 주는 위로였나 봅니다.  요즘 힘든 삶이지만, 노래 들으면서 힘내봅니다. ㅠㅠㅠㅠ"
@user-bx9fl4mh3c,레전드 진짜 레전드 걍 모든순간이 다 레전드 사랑해 잔나비
@jiyejiae,"I'm sorry, but whenever Jannabi covers a song it always sounds like it's their own song. Some song they cover sound more beautiful than the original"
@user-dt7oy5qv3x,ㅁㅊㄷㅇㅊㅇ 편곡 진짜 넘 좋다..완전체 언제보누
@yapp__yapp,진짜 너무 좋아.....미친거같어......편곡 너무 잘해놨어......소름끼쳐잉.....들을 때마다 소름이...
@zleo1860,I already heard this cover for many times but never got bored of it
@user-vs7qd4ii2m,볼때마다 반하고 또 반하고.. 널리 나라 경계선없이 뻗어나갔으면
@user-gx4dl1ee8d,내 최고의 인생 노래가 됬네요 하루에  한번씩은 듣는것 같아요 들을때마다 몸에서 전율이 6번정도씩 느끼는것 같아요
@maemaeteregeyo7746,"Love him, his song make me cry and happy at the same time JANNABI FOREVER"
@hyun2043,감탄스러운 곡해석에 놀라고 갑니다
@arnarn5383,Viva la Vida is my all time fave song ever and when they cover this song its my first time I'm being curious to Jannabi and starting to becone a fan because of the captivating voice and positive aura of the band.
@user-ep2yj5bb5c,"와 진짜 잔나비 노래들,커버한것들 한곡한곡 들을때마다 콘서트가고싶다....."
@user-hq3lv1yg2b,듣고또들어도자꾸듣고싶어요~
@usernonameee,와 개잘한다...
@user-dp9qr7td1u,노래 겁내 잘한다...
@junemiller2936,Best cover of Viva La Vida other than Cold Play.
@user-fd7gb7di6x,너무 잘한다  많은 무대 보고싶네요
@ji-hyunkang5293,지금 몇번을 반복해서 듣는지 모르겠다. 가사의 감정을 정말 잘 녹여낸 커버곡
@soccerlab5938,음악 즐기는 모습이 조커 같다... 멋있다......
@user-pf4vv7nz8r,불후의 명곡 또 나와줬으면 좋겠다
@fofnems,이영상은 한번씩 보러와줘야됨 ㅜㅜ짱이당
@momo_samsoon,와.. 이 이상으로 커버가 나올수 있을까 싶기도
@user-et1cq9zg7l,노래와 연주도 비쥬얼도 완벽한 무대~!!!
@kimnbob,코러스 나오기 전에  Now the old king is dead 부분이 가사에 나오는 Revolutionary가 외치는 부분 같아서 오히려 원곡보다 훨씬 좋은 편곡이었다고 생각되네요ㅋㅋ
@1Dforeverandalwayss,I really hope Coldplay sees this
@user-munjituligae,3:45 언제봐도 소름돋는다 너무 잘 커버함
@yunizryu9234,OMG i fall in love with his voice.
@Qwertyuiop15337,콜드플레이가 부를 땐 잘 몰랐는데 라떼감성 느끼면서 들으니까 되게 씁쓸하고 애잔하고 그러네..
@user-xh2mn4zr7r,진짜 우리 부장님 노래천재이십니다~♡
@user-qp9yv1iu5q,배철수 표정이 찐이야
@user-vp3bd7jq4b,이거 멜론에 빨리 나오게좀 해줘ㅜㅜ
@saloni_chaudhary1420,istg not only their own songs but their cover songs are the best too...its ART
@user-yt1qd5tj2l,천재다 진짜
@7Willows,New fan  After melon music award I fall in love
@user-fb9wu7qk4t,진짜 지린다....
@Khufra,Liat berapa kali pun ga bakal bosan
@jy1499,진짜 기타가 듣기 넘~~좋네요^^ 정훈님은 곡 해석이 너무 좋구~ 감정이입은 더 좋구~~ 간만에 들으니 너~무 좋네요!! 이 버젼 언제 진짜 들어볼까요?!  웅장함!! 완전체 4인 잔나비 보고 싶네요~~^^
@jamie-si1mt,이 커버가 너무너무 좋아요 . 이 목소리가...와 대박.... (저는 한국 사람이 아니라서 아직도 한국어를 배우고 있어요)
@user-v-zero,그룹사운드의 연주와 보컬이 빛나는 무대!!!
@user-hh3my1xk6y,다시 들어도 감동이네요 ㅠㅠ 눈물 납니다..
@user-zr8wl9ez4t,와!!!  기가막힘!!  세상에 넋을잃고 몃번을봣내~~음악을 가지고노네 와!!  멋지다  짝짝짝!!
@jyjoung4833,배철수선생님이 가장 사랑하는 후배 잔나비 사랑해
@saloni_chaudhary1420,Man Jannabi really deserves a lot more international fame and attention their literally on ANOTHER LEVEL
@catnis0707,잔나비 진짜 아무도 몰라줄때... 애들이 넌 왜 맨날 이딴 노래만 듣냐고 그랬었는데... 이렇게 뜨니까 울컥... 그리고 나만 알고싶었는데 아쉽기도하고 뿌듯하기도 하고...
@jinnykoh1,나 이거 현장에서 봤다...여한이 없다
@skadl1212,편곡 미쳤다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ존멋
@H0o0o0,깡 듣고 비 노래 모음에 갇혀있다가 너네덕에 빠져 나왔다 고맙다..
@user-ks2iu1yq9w,또보고 또봐도 멋지다! 어찌 저리 섹시하고 멋지지 . 눈물나게 자랑스럽구나 잔나비! 목소리는 또 왜저리 허스키하면서 멋진거야~~ 쵝오쵝오~~
@quest9721,God-blessed voice and stage manners!
@KidSinofficial,이 유명한 곡을 자기 스타일로 해석해서 무대하는거보면 진짜 아티스트다
@cejlee9598,근데 난 왜 눈물이 나지 ㅠㅠㅠㅠㅠ
@user-jx5sb3ib4f,지금 다시봐도 너무 잘했고 진짜 멋진 무대매너였어  최고 최고야
@eshuh3299,와 현장에 있었다면 소름에 흥분에 감동였을듯
@biancakesss0541,"I'm here after watching the MMAs yesterday, I liked their performance especially their song a lot, they deserve  soooooo much recognition, I hope they become more successful in the future."
@user-sh8fn6jb4p,댓글 안남길수가없네 정말 음색이 독보적이네 최고
@iiel8460,It’s just never enough. I always find myself coming back to this. One of the best covers.
@user-gp5dx3vl3n,마음 속이 벅차고 웅장해진다.. 여운이 남네요. 앞으로도 한번씩 들려서 계속 들어올 영상.. 볼때마다 소름이 돋습니다.
@is8206,이형은 음 높일 필요가 없는게 와... 음색이... 하... 와... 하.... 하와와
@user-yk5ks4sb2j,"와 진짜 몇십번을 돌려보는데 미쳤어 진짜,,, 잔나비ㅠㅠ 뭐라 표현을 못 하겠어️"
@user-zm3rc7mu5w,또 보러와서 또 울었네.... 하 진짜 최고..
@maricelalira6929,"I never tired of listening your music, you are great interpreter"
@MarieClairAmorim,"What a performance! I'm just honored that I am able to know them by youtube suggestions. Real talent, all the band."
@arashi6002,뭐 말이 필요없이..앉아있던 나를 벌떡 일으켜세우는 힘이 있네요^^
@user-px8cs7de3q,저는 배철수님의 감동받으신듯한  표정에 저도 모르게 울컥하네요
@nameoftheworld1133,진짜 잘생겼다
@mb4137,"Jesus his voice is amazing, he has a really interesting sound and he puts so much emotion into singing!"
@ykyoojinkim,와... 자나비... ㅈㄴ 잘한네 ㅎ
@PeachesandPardon,I discovered them yesterday and have been binge watching videos ever since
@flair8292,Jannabi is such a good group I love all their music
@user-fj5st2bh8p,진짜 이건 반박할수 없다 잔나비는 하나의 장르로 정해야 한다 진짜..
@gamgyul698,음원으로 나왔으면 좋겠다..
@MEANGOUP,Jannabi พวกคุณสุดยอดมาก
@pianoinvivaldi1445,이 영상 봐도봐도 또 보고 싶어지고 도대체 몇번째 보는지.. 너무 잘 부르고 너무 섹시하고 완전 띵곡!!!!! perfect!!! 영상 올려주셔서 감사해요~
@user-vk3ls3kk8w,"3:46 아 여기 윤결 왜케 멋있냐 진짜 하 융결 보고싶ㅇㅓ,,,,ㅠㅠㅠㅠㅠ"
@hyalinemin,"I had the chance to see them live 2 years ago, and their energy was amazing! I love what they did with this cover too! The sound is just chefs kiss"
@user-jz2yl1xe4s,주기적으로 찾아보는영상♡♡ 잔나비만의 독특한색깔을 정말사랑합니다
@user-zo1be2zg9k,그댓글 어디감 애들이 잘따라와줘서 벅차오른 음악선생님 같다는 거ㅋㅋㅋㅋㅋㅋ
@shay....,Omg the voice is sooo soft
@userr7300,초반부랑 후반부랑 발성이 많이 달라지네 ㄷㄷ 이게 뭐라고 이렇게 소름돋지?
@bjwoo27,배철수 표정이 제일 깊게 남는다. 어떤 평을 했는지도 듣고싶음
@user-ls3ky3ew1b,뭔가요 마음속 깊은곳에서 올라오는 이 울컥함은?
@user-gd5uh3we4j,와 전달 좋다  콜플이랑 엄청 다른 느낌인데 좋게 다름
@clairedo7735,Love his expression
@good-dh2oc,"오우~ 해외파 같은 느낌~ 개성 가득하네요 독특한 끌림, 한편의 영화같은 보컬, 자주 보고 싶은 보컬이네요~"
@user-tn1eh2ef3v,왜케 행복하게만드는거니?눈물도나고...
@precylyngerolaga4156,"they are the best band i've came across with. i'm really rooting for them, seriously. i hope someday they'll be known worldwide♡ jannabi, the best!"
@meryton,I absolutely love this! I think I am becoming a fan of Jannabi.
@lobosbabe2012,지금 들어도 참 좋네여
@user-cy1jq9qy2b,와  쩐다 이게 이렇게 슬픈노래였어?  도대체  머냐  ㅠㅠ
@The_Scent_of_cherry,역대 내가 들었던 콜드플레이 커버중 탑이다... 음악을 넘어 예술 그 자체였던 라이브다.
@jeexxin,난 아직도 나혼산 운동회 때 잔나비 편집된게 너무 아쉬워....
@user-oq4iz6gs1y,노래하는 아름다움이 뭔지 보여준 최고의 무대~
@malarosa9,"Oh my god, im in love with his voice"
@user-ul2wc5nq6l,배철수가 늙은 왕이고 최정훈은 젊은 왕의 모습인것 같음 목소리만 늙은 그대로인채로  왕이 과거를 회상하면서 부르고 있는모습.. 그러다가 노래가 끝나고 다시 회상에서 깨어난 왕의 표정이 배철수의 표정같다
@user-ik2bi3te4w,"본곡은 프랑스혁명을 모티브 한 곡이며, 원작은 용맹한 샤를10세를 표현 했지만, 잔나비는 이번곡의 샤를10세를 본인의 지난 과거사를 안타깝고 그리워 하는듯 묘사한 것 같아요"
@gengdato9528,Best cover ever
@hmi4435,Wow awesome zannavi
@Hdidbi_3049,I clicked for his hair but was pleasantly surprised at the performance haha
@Go-jx8jj,원곡이 소설같다면.. 잔나비는 시같다.
@user-wl3zu1pe3j,오랜만에 수신료의 가치를 보답한 무대️
@user-eh9ft2ic7r,진정한 아티스트 잔나비~ 멋진 음악 감사합니다^^
@happywonjinlee,배철수님의 저런표정은 처음이네요. 감격 그 이상의 표정
@sonny7054,콜드플레이가 부르는것도 물론 좋지만 잔나비의 비바라비다는 표현할수 없을 만큼 벅차다
@user-vs7qd4ii2m,님들아~영원하소서
@user-fi6jo9nb8o,베이스드럼 둥둥둥 소리가 너무 좋아
@doil2057,우리나라에서 밴드중에서 독보적인 색깔을 가지고 있다고 생각합니다
@stefaniemar7221,"wow esta version de Jannabi me pone los pelos de punta! grande Jannabi, Rock will never die"
@user-gg7zi4jn1p,그래 이게 잔나비지
@duckrani,오늘 또 이렇게 이상형이 바뀝니다 ..
@user-by4vw9xx2i,이게 우승이 아니라니..
@91Rabun,2:25 드럼 가리키는 거 봐.. (가삿말상 북이지만) 단순히 노래하는 게 아닌 대중에게 대서사시를 전달하는 화자의 모습같다
@yjw0128,진짜 개멋있다....
@user-yj3yh9tk1u,처음으로 울컥하게만들고 눈물까지 나게 하는 음악이네요
@Zhuge_Liang0903,진짜 너무 대단하다... 엄청 멋지네요 근데 어휘력이 딸려서 표현을 못하겠음... 아 진짜 최고인데 너무 좋은데 아 진짜 너무 좋은데 아 진짜 짱인데
@user-jc6kw9mm2f,잔나비 최정훈 최고다~~~
@user-uq6cm1vx1g,"진짜 알고리즘 뜰 때마다 들으러 오게 만드는 끌림있는 노래,,, 잔나비최고,,,,"
@user-wj9ox8hd8w,하루 한번은 꼭봐야 합니다 오늘도역시다
@beauty7310114,왠지 완벽주의자 일것같다. 노래에서.
@user-dh7pd2em5t,"2020 한국대중음악상 '올해의 음악인' 후보  잔나비  아름답고 서정적인 선율, 추억 속 어딘가를 건드리는 가사, 이 모든 요소를 버무려 향수를 불러일으키는 레트로 사운드. 잔나비는 좋은 음악은 취향을 넘어 보편성을 가진다는 사실을 증명했다. ""세대를 아우른다""는 흔한 말은 현실에선 환상에 가깝다. 맛집도 의견이 갈리는데 성별, 연령, 직업, 성격 등에 따라 다양하게 갈리는 취향을 모두 맞출 수 있다는 말이 환상이 아니면 무엇이란 말인가. 잔나비는 이런 환상을 현실에서도 실현할 수 있음을 보여주며 한 해를 빛냈다.  선정위원 정진영"
@kirby-ek5jq,진짜 전설을 노래했다 ㄹㅇ
@user-dm2hr3qk9l,"Jannabi, Hyukoh, The Rose, Day6(even tho they forget their lyrics), FT. Island, Hoppipolla, N. Flying are all such good korean bands"
@user-jt8kp8ep8i,중세유럽 성안 도시 길거리에서 아이들한테 자기 일대기 얘기해주는 할아버지같다. 근데 알고보니 그 할아버지가 왕위 내려놓고 정체 숨기고 사는 옛 왕이었던거임
@jinnykoh1,그냥 팬심 다 빼고 봐도....진짜 잔나비는 다른 아티스트로 대체가 불가함. 그러함. 이말이 맞음.
@ritesh146,Thank you for doing justice to one of my favorite songs <3
@maekjin,탁하면서 부드러운 목소리 존좋
@honghonghong0728,이거 음원으로 나오면 좋겠다
@user-xi4yn3cb8h,"ᴠɪᴠᴀ ʟᴀ ᴠɪᴅᴀ  I used to rule the world 난 세상을 지배했었어  Seas would rise when I gave the word 내가 명령하면 바다도 움직였었지  Now in the morning I sleep alone 지금의 난 아침에 홀로 잠들고  Sweep the streets I used to own 내 것이었던 거리를 청소하고 있네  I used to roll the dice 난 한때 기회를 잡았지  Feel the fear in my enemy's eyes 적군의 눈에 담긴 두려움을 즐기곤 했지만  Listen as the crowd would sing 지금은 군중들의 노랫소리가 들리네  ""Now the old king is dead, Long live the king"" ""늙은 왕은 죽었다, 왕이여 만수무강하소서""  One minute I held the key 한 때 나는 모든 것을 가지고 있었는데  Next the walls were closed on me 무너지는 장벽에 의해 가로막혀버렸고  And I discovered the my castles stand 내가 서 있는 성을 발견했지만  Upon pillars of salt and pillars of sand 소금기둥과 모래기둥만으로 이루어진 곳이었지  I hear Jerusalem bells a ringing 예루살렘의 종소리가 들리고  Roman Cavalry choirs are singing 로마 기병대는 합창을 하고 있어  Be my mirror, my sword and shield 나의 거울, 나의 창과 방패가 되어 주오  My missionaries in a foreign field 타지에 있는 나의 선교사들이여  For some reason I can't explain 어떤 이유에선지 설명할 순 없지만  Once you go there was never 네가 가보지 않은 저 자리에 앉게 된다면  Never an honest word 진실된 말은 하나도 없을거야  But that was when I ruled the world 예전 내가 지배했던 세상과 같이.  It was the wicked and wild wind 사악하고 거친 바람이  Blew down the doors to let me in 불어서 나를 문으로 들어가게 만들었지  Shattered windows and the sound of drums 산산조각나는 창문과 드럼치는 소리  People couldn't believe what I'd become 내가 이렇게 될 존재라는 걸 사람들은 믿지 않았지  Revolutionaries wait 혁명가들은  For my head on a silver plate 내 머리가 은쟁반에 올려지길 기대하고 있어  Just a puppet on a lonely string 그저 외로운 줄 위의 꼭두각시에 불과하는 나를  Oh, Who would ever want to be king? 아, 이제 누가 왕이 되고 싶어할까  I hear Jerusalem bells a ringing 예루살렘의 종소리가 들리고  Roman Cavalry choirs are singing 로마 기병대는 합창을 하고 있어  Be my mirror, my sword and shield 나의 거울, 나의 창과 방패가 되어 주오  My missionaries in a foreign field 타지에 있는 나의 선교사들이여  For some reason I can't explain 어떤 이유에선지 설명할 순 없지만  I know Saint Peter won't call my name 성 베드로가 내 이름을 부르진 않을거야  Never an honest word 절대 진실된 말은 없어  But that was when I ruled the world 이건 내가 세상을 통치했을 때의 얘기야  Oh, oh, oh, oh, oh, oh -  I hear Jerusalem bells a ringing 예루살렘의 종소리가 들리고  Roman Cavalry choirs are singing 로마 기병대는 합창을 하고 있어  Be my mirror, my sword and shield 나의 거울, 나의 창과 방패가 되어 주오  My missionaries in a foreign field 타지에 있는 나의 선교사들이여  For some reason I can't explain 무엇 때문인지 설명해줄 순 없지만  I know Saint Peter won't call my name 성 베드로가 내 이름을 부르진 않을거야  Never an honest word 절대 진실된 말은 없어  But that was when I ruled the world 이건 내가 이 세상을 통치했을 때의 얘기란다"
@syifanaila4712,the energy is crazy
@joujou6696,his voice really fits this song!
@Mili3765,원곡은 시간이 흐르면서 입에서 입으로 전해져 동요?민요?가 된 노래를 아이들이 부르는 그런 노래의 느낌인데 이건 노래안의 주인공이 뮤지컬에서 자기의 이야기를 노래하는 느낌
@ddiyyo,드러머형 피지컬 모야모야
@user-bb4fj3sf2n,목소리 진짜 문화재로 지정해야대
@INFP88,I love the way he sings!!
@asma4858,"His gesturers are amazing, not the same boring stuff you see everyone doing. I felt the song that much more cuz he was truley feeling those lyrics. Great job️"
@user-ko2on7nm7l,최정훈 발음 때문에 더 좋은데 진짜 뉴트로야 . . .
@Non-em6qy,천재다 천재
@user-dk5qu7ml7x,음섹이 깡패네... 환상적이여 그냥
@ZahyraSastre,"Oh, Dios mio, el talento de Jannabi es espectacular, la voz de Jung Hoon es demasiado hermosa"
@dilarakrkz8144,"His voice is perfect, just melted my heart"
@Chanhee927,와 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 개사랑해 잔나비
@Mariah-ddalgi,Oh my gosh I cried he was so good (and handsome) and the crowds support and pure joy and awe was so heartwarming️Not to mention the instrumentals too!  대박 ️ 나는 그가 너무 좋았고 (그리고 잘 생겼고) 군중들의지지와 순수한 기쁨과 경외심이 너무 따스하다고 울었습니다.
@Picanami,"He's rocking this songgg, his voice AAAAAAAAAAAAAAA"
@DD-uu2eh,새 왕위를 계승 받을 젊은 사자는 잔나비 최정훈임
@user-qq2nt5qc8f,이 좋은 영상을 이제야 보다니
@sisidepa5006,Allrght guys I will stan Jannabi for sure
@arim603,ㅋㄱㅋㅋㅋㅋㅋ찐으로 늙은 사자왕같다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ머리 유난히 더 곱슬거리는 것 같음ㅋㅋㅋㅋㅋ
@user-ee6jw1np1w,커버별로 다양한 느낌이 있던데 잔나비는 왕위에서 물러난지 몇십년은 훌쩍 넘은 늙은 할아버지가 지팡이짚고 거리에서 손자 손잡고 걸으면서 옛날옛적 이야기 들려주는 느낌이다
@forestella_cocomaring,와.... 너무 좋아.........
@deebrad1601,"드럼, 기타, 목소리 만으로 사운드가 꽉 찬다. 멋진 밴드.."
@Ratel6,이 명곡을 갓나비가?
@Extra_ordinary_You,역시 최정훈... 역시 잔나비...
@yec4344,진짜 멋있네.
@user-nw3up5ph9v,이 무대는 미쳤다는 말밖에 안나오네
@user-xv5vv1db3i,진짜 노래 잘부른다...근데 썸네일 만든 사람 안티야???
@user-hq9he9ji1p,밴드노래는 밴드가 부를때 멋있자
@zj7vf,thank god i found u
@yunizryu9234,I in love with his voice.
@user-te2mq9jz5m,이 버전도 참 좋지만 viva la vida는 힘있게 흥겹게 부르는게 갑인듯
@user-ug9ib4tr6h,썸네일 머리숱 많은 코드 쿤스트님인 줄
@kyungsuk8641,"잔나비의 viva la vida, 이 노래는 진짜 원곡을 넘어선 명곡이다. 매번 들을 때마다 삶의 허무함을  위로받고 치유받는 느낌. . ."
@runmust7331,오~~잔나비가 이정도라고? 멋지군요~~
@OanhNguyen-pf2qr,He looks like an asian version of Timothy chalamet
@zohmingtluangi176,I really love them! They are so talented! This song is one of my favourites and I love how they've covered it so perfectly
@user-mb8zx8bh7i,이노래가 옛날 영화 ost로 나왔다면   그 영화  두고두고 챙겨봤을텐데
@ohmyumbrella,okay. This is even better than the original song.
@user-qs5cg8yq2t,넘좋은데..?
@kkb9219,원곡 해석 진짜 제대로 했네...
@user-qw6pz1fm9i,와 이런  잔나비 좋아하지만 소름돋을 정도로 놀람 이정도였어? 이미 레전드인데?
@centyngasainao1690,They deserve a standing ovation
@user-xc5wn1yg1k,배철수가 가장 사랑하는 후배
@babysaeum,이런 명가수를 활동 못하게 잠재운 이들에게 왜 그랬느냐고 묻고싶다..
@user-vd1zr7th8k,콜플은 라떼는 말여! 잔나비는 다 늙은 왕이 과거 회상 느낌이넹 조으다
@user-oh4um7qt5d,오랜만에 잔나비 보니까 심장이 아프다
